Date,Sales
2023-05-23,111.5484060509179
2023-05-24,129.47960406965646
2023-05-25,130.23654741514576
2023-05-26,135.45495053459712
2023-05-27,115.26088848767746
2023-05-28,114.41429934801498
2023-05-29,132.82167333799595
2023-05-30,130.55054666840672
2023-05-31,130.05924995061582
2023-06-01,130.98773495194854
2023-06-02,120.68737898908516
2023-06-03,129.77011185985418
2023-06-04,130.33395835583832
2023-06-05,120.21122422237754
2023-06-06,145.9599715706886
2023-06-07,131.98416543018703
2023-06-08,115.27267230006265
2023-06-09,133.6875163965589
2023-06-10,117.30798040314474
2023-06-11,134.85514649485444
2023-06-12,138.49658994332592
2023-06-13,118.62711974076728
2023-06-14,136.38813369565338
2023-06-15,130.7998783499675
2023-06-16,134.8077818612231
2023-06-17,145.4677838469472
2023-06-18,123.95635799936727
2023-06-19,118.78112351797168
2023-06-20,117.32959785126792
2023-06-21,117.97105798096608
2023-06-22,125.26087537771812
2023-06-23,129.34460858308367
2023-06-24,128.59981013421194
2023-06-25,134.00331751340454
2023-06-26,125.75900939990271
2023-06-27,140.06091260755218
2023-06-28,122.77481435139855
2023-06-29,152.51826851615874
2023-06-30,131.4679818225655
2023-07-01,116.53415575091093
2023-07-02,114.29107501938887
2023-07-03,129.71899283735812
2023-07-04,122.55406380182606
2023-07-05,131.82342809065838
2023-07-06,129.31099356195736
2023-07-07,123.74613903745227
2023-07-08,115.90307233819233
2023-07-09,109.12004273009705
2023-07-10,119.70194833841805
2023-07-11,132.63089910831752
2023-07-12,126.10904496944289
2023-07-13,111.41345138225962
2023-07-14,125.50706711098867
2023-07-15,127.53468863574177
2023-07-16,114.75118647859271
2023-07-17,125.03739703904752
2023-07-18,123.99490692318179
2023-07-19,111.89822794109122
2023-07-20,126.82350120027267
2023-07-21,128.77390233939792
2023-07-22,133.9198782785009
2023-07-23,133.5537200629191
2023-07-24,109.16850921501114
2023-07-25,113.49976929062818
2023-07-26,127.96464539999748
2023-07-27,127.89202328805293
2023-07-28,127.84825040381946
2023-07-29,161.172576503906
2023-07-30,128.30567148408016
2023-07-31,133.90808151356185
2023-08-01,132.05239143006196
2023-08-02,128.99065965607917
2023-08-03,119.29298610643951
2023-08-04,130.00899226885778
2023-08-05,114.66949017279731
2023-08-06,120.01294845374214
2023-08-07,117.51596892525069
2023-08-08,123.18201957703918
2023-08-09,145.5088661940736
2023-08-10,103.69408258974907
2023-08-11,129.23936350721496
2023-08-12,106.26532287364554
2023-08-13,117.69469390257414
2023-08-14,133.33097686511124
2023-08-15,123.11777138252447
2023-08-16,111.7371784704785
2023-08-17,115.4075099445264
2023-08-18,129.40882014317734
2023-08-19,115.36795398351833
2023-08-20,124.90157114299441
2023-08-21,123.2647591990964
2023-08-22,116.37188479657594
2023-08-23,144.41306784778382
2023-08-24,129.40554430530673
2023-08-25,102.9147389430047
2023-08-26,125.13769532817345
2023-08-27,116.7695424524295
2023-08-28,132.033351656357
2023-08-29,115.71286496908753
2023-08-30,122.62728915098728
2023-08-31,128.96871682267428
2023-09-01,132.72827551731365
2023-09-02,112.22740565290952
2023-09-03,121.05284533353267
2023-09-04,119.8238072484499
2023-09-05,118.22335592290459
2023-09-06,142.60263190211055
2023-09-07,129.1974669637387
2023-09-08,112.74655309277324
2023-09-09,134.74999820085463
2023-09-10,147.01722853571772
2023-09-11,136.35296470288193
2023-09-12,111.07566913130535
2023-09-13,121.67654687643363
2023-09-14,139.44602846976323
2023-09-15,119.96680815509758
2023-09-16,131.75688273934702
2023-09-17,135.34885524228105
2023-09-18,118.6257150616216
2023-09-19,127.60098573544838
2023-09-20,96.09353289673933
2023-09-21,118.58107479527176
2023-09-22,126.6268203274148
2023-09-23,117.01105156402132
2023-09-24,146.15823143175936
2023-09-25,115.88681300701043
2023-09-26,126.1507809743298
2023-09-27,132.23053595547182
2023-09-28,145.71668467398374
2023-09-29,117.33507844749768
2023-09-30,143.7240188882362
2023-10-01,132.60233061019588
2023-10-02,123.1014706803829
2023-10-03,137.96308635027643
2023-10-04,135.76707621158477
2023-10-05,128.21766470772627
2023-10-06,135.37012581207892
2023-10-07,131.2801457630541
2023-10-08,136.73852261418622
2023-10-09,142.70359672228687
2023-10-10,152.43025242038232
2023-10-11,124.68855446210442
2023-10-12,158.90247410992677
2023-10-13,118.56547119095126
2023-10-14,137.0914545413323
2023-10-15,145.02414831129497
2023-10-16,142.4912444978724
2023-10-17,134.00332079989263
2023-10-18,138.70668348531325
2023-10-19,136.42404309367268
2023-10-20,136.035061880744
2023-10-21,151.00784955109722
2023-10-22,146.67351373293417
2023-10-23,136.77415090956848
2023-10-24,153.30743534650014
2023-10-25,148.00086484311498
2023-10-26,153.6811062920848
2023-10-27,152.4815080964493
2023-10-28,138.536057503586
2023-10-29,141.87297036689554
2023-10-30,155.60440467579878
2023-10-31,154.89970095522182
2023-11-01,149.25927864267874
2023-11-02,151.32155377237046
2023-11-03,163.61252350910098
2023-11-04,145.61528244201452
2023-11-05,157.7045347579676
2023-11-06,150.92155532646993
2023-11-07,151.48385827181403
2023-11-08,165.37280392067984
2023-11-09,163.37064758726797
2023-11-10,163.99001759967345
2023-11-11,169.65503766281032
2023-11-12,157.56240827888686
2023-11-13,164.93071045319974
2023-11-14,155.77391135163225
2023-11-15,162.89012264992255
2023-11-16,159.1252836181826
2023-11-17,162.18119457776072
2023-11-18,167.95348071024625
2023-11-19,154.6164211127491
2023-11-20,184.52514555118785
2023-11-21,154.3495548214398
2023-11-22,153.08199124493208
2023-11-23,177.6247079436578
2023-11-24,174.78539962829984
2023-11-25,173.9404729037336
2023-11-26,174.8184357676312
2023-11-27,169.25329656772584
2023-11-28,161.24895415126457
2023-11-29,171.83009776115384
2023-11-30,165.15567947844954
2023-12-01,182.53829640403268
2023-12-02,172.18075239563555
2023-12-03,166.26487133230026
2023-12-04,172.17865592808158
2023-12-05,180.39851665494376
2023-12-06,171.51252264649546
2023-12-07,169.81186899202675
2023-12-08,181.35884784865456
2023-12-09,182.26300047380113
2023-12-10,175.63857548116647
2023-12-11,176.8954663070484
2023-12-12,184.8272157899513
2023-12-13,168.92961934665175
2023-12-14,170.2423041646429
2023-12-15,178.0415643393842
2023-12-16,184.0030370998364
2023-12-17,190.16037495812253
2023-12-18,202.7207912936632
2023-12-19,197.46174419438714
2023-12-20,188.20551980381117
2023-12-21,190.5361872073557
2023-12-22,181.62403510112225
2023-12-23,192.38855990575775
2023-12-24,190.61269781852354
2023-12-25,197.65314017720232
2023-12-26,187.0812396076186
2023-12-27,201.4753791619303
2023-12-28,212.53828480723575
2023-12-29,197.05273852216433
2023-12-30,203.08721008173984
2023-12-31,206.90143991711113
